Year,Month,DayPeriod,Type,Operator,LocationType,Continent,Country,WaterBodyType,WaterBodyName,FederalSubject,CauseCategory,WeatherCondition,Survivors,FlightPhase,Aboard,Ground,Fatalities,SurvivalSeverity
1987,Jun,Unknown,Antonov AN-26,Bakhtar Afghan Airlines,Land,Asia,Afghanistan,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,53,0,53,None Survived
1968,Jan,Afternoon,Cessna 180H,Tanana Air Taxi,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Unknown,No,Unknown,5,0,2,Partial Survived
1970,Jan,Unknown,Douglas DC-4,Faucett,Land,South America,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,28,0,28,None Survived
1961,Mar,Afternoon,Douglas DC-3,Linea Aeropostal Venezolana,Land,South America,Venezuela,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,12,0,12,None Survived
1978,Mar,Night,Beechcraft D18,Wyman Pilot Service - Air Taxi,Watery,North America,United States,Gulf,"Whitelake,",Michigan,Weather,Thunderstorm,No,Landing,2,0,2,None Survived
1996,Mar,Unknown,Gates Learjet 25D,Madrid Taxi Aéreo - Charter,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,9,0,9,None Survived
1962,Oct,Unknown,Tupolev TU-104B,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,10,0,10,None Survived
2002,May,Afternoon,Boeing B-737-566,EgyptAir,Land,Africa,Tunisia,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,62,0,14,Partial Survived
1989,Jul,Morning,McDonnell Douglas DC-10-30,Korean Airlines,Land,Africa,Libya,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,199,4,75,Partial Survived
1995,Dec,Evening,Tupolev TU-134B-3,Azerbaijani Airlines,Land,Europe,Russia,Unknown,Unknown,Azerbaijan,Mechanical,Unknown,No,Takeoff,82,0,54,Partial Survived
2000,Jun,Morning,Beech Baron,Air taxi - Jao Air Taxi,Land,South America,Brazil,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,4,0,4,None Survived
1987,Aug,Evening,McDonnell Douglas MD-82,Northwest Airlines,Land,North America,United States,Unknown,Unknown,Michigan,Unknown,Unknown,Yes,Takeoff,155,2,154,Partial Survived
1972,Dec,Unknown,Lockheed AC-130A Hercules,Military - U.S. Air Force,Land,Asia,Laos,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,16,0,14,Partial Survived
1958,Jun,Morning,Boeing 377 Stratocruiser 10-26,Pan American World Airways,Land,Asia,Philippines,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,57,0,1,Partial Survived
1944,Oct,Unknown,Junkers JU-52/3m,Deutsche Lufthansa,Land,Europe,Bosnia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,7,0,7,None Survived
1971,Jul,Afternoon,Boeing B-727-281 / Air Force F86F,All Nippon Airways /  Japanese Air Force,Land,Asia,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,164,0,163,Partial Survived
1977,Apr,Unknown,Convair CV-440,Aviateca,Land,North America,Guatemala,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,28,0,28,None Survived
1968,Jul,Unknown,Piper PA-23,Red Aircraft Service - Air Taxi,Land,North America,United States,Unknown,Unknown,Florida,Unknown,Unknown,No,En Route,4,0,4,None Survived
1990,Nov,Unknown,Mil Mi-8T,Aeroflot,Land,Europe,Soviet Union,Unknown,Unknown,Turkmenistan,Mechanical,Unknown,No,Unknown,15,0,15,None Survived
1955,Sep,Unknown,Bristol 170 Freighter 31,PacifiWestern Airlines,Land,North America,Canada,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,0,2,Partial Survived
1995,Mar,Unknown,Antonov 26B,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,10,0,9,Partial Survived
1996,Feb,Unknown,de Havilland Canada DHC-6 Twin Otter 300,AVCOM,Land,North America,Guatemala,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1965,Feb,Unknown,Curtiss C-46A,Air Cameroon,Land,Africa,Cameroon,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived
1962,Nov,Night,Boeing B-707-441,Varig,Land,South America,Peru,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,97,0,97,None Survived
1996,Mar,Unknown,Mil Mi-8T (helicopter),Akhal Air,Watery,Asia,Turkmenistan,Gulf,"Karabogazgol Bay,",Unknown,Unknown,Unknown,No,Landing,12,0,12,None Survived
1948,Nov,Unknown,Douglas DC-3,Pakistan Airways,Land,Asia,Pakistan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,21,0,21,None Survived
1952,May,Unknown,Curtiss C-46A,Loide Aéreo Nacional,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,0,6,None Survived
1971,Sep,Unknown,Douglas DC-3,Cruzeiro,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,32,0,32,None Survived
1931,Nov,Unknown,De Havilland DH.80,Union Airways,Land,Africa,South Africa,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
2003,Mar,Afternoon,Let L-410UVP,Private - Kabanov - skydiving,Land,Europe,Russia,Unknown,Unknown,Unknown,Weather,Snow,No,Unknown,25,0,11,Partial Survived
1972,Oct,Evening,Ilyushin IL-18B,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Weather,Unknown,No,Takeoff,109,0,109,None Survived
1997,Feb,Evening,Sikorsky CH53D / Sikorsky CH53D,Military - Israel Air Force /Military -  Israel Air Force,Land,Unknown,Northern Israel,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,73,0,73,None Survived
1988,Apr,Unknown,Antonov AN-26,Military - Cuban Air Force,Land,Africa,Angola,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,29,0,29,None Survived
1997,Mar,Evening,Lockheed C-130HF,Military - Iranian Air Force,Land,Asia,Iran,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Unknown,88,0,88,None Survived
1967,Apr,Afternoon,Piper PA-30,Ace Flying Service,Land,North America,United States,Unknown,Unknown,California,Weather,Unknown,No,Unknown,2,0,2,None Survived
1976,Apr,Morning,Boeing B-727-81,Alaska Airlines,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Landing,50,0,1,Partial Survived
1934,Jun,Unknown,Ford 5-AT-C Tri-Motor,Panagra,Land,South America,Argentina,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,10,0,5,Partial Survived
2000,Aug,Unknown,Antonov AN-26B,Staer Air,Land,Africa,Congo,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,27,0,27,None Survived
1989,Oct,Night,Cessna 208 Caravan I,Winchester Air,Land,North America,United States,Unknown,Unknown,Texas,Weather,Clear,No,Unknown,5,0,5,None Survived
1996,Jul,Morning,Let 410,Archana Airlines,Land,Asia,India,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,9,0,9,None Survived
1987,Mar,Evening,Antonov An-26,Aeroflot,Land,Asia,Kazakhstan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,9,0,9,None Survived
1936,Jun,Unknown,Junkers JU-52/3m,Den Norske Luftfartskole,Land,Europe,Norway,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,7,0,7,None Survived
1999,Jul,Morning,Boeing B-747,All Nippon Airways,Land,Asia,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,517,0,1,Partial Survived
1992,Jun,Afternoon,CASA 212 Aviocar 200,American Eagle,Land,North America,Puerto Rico,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,5,0,5,None Survived
1991,May,Unknown,Douglas C-47B,ADES Colombia,Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,14,0,13,Partial Survived
1976,May,Afternoon,Boeing B-747-131F,Military - Imperial Iranian Air Force,Land,Europe,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,17,0,17,None Survived
1959,May,Unknown,Douglas DC-3,Aerolineas Argentinas,Land,Unknown,Unknown,Unknown,Unknown,Aregntina,Unknown,Unknown,No,Takeoff,10,0,10,None Survived
2009,Jun,Night,Airbus A330-203,Air France,Watery,Unknown,Unknown,Ocean,"Atlantiocean,",Unknown,Weather,Thunderstorm,No,Unknown,228,0,228,None Survived
1998,May,Evening,Xian Yunshuji Y-7-100C,Military - Mauritanian Air Force,Land,Africa,Mauritania,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,42,0,39,Partial Survived
1959,Jan,Unknown,Curtiss C-46F,California Air Freight,Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,En Route,2,0,2,None Survived
1950,Nov,Morning,Lockheed 749 Constellation,Air India,Land,Europe,France,Unknown,Unknown,Unknown,Weather,Snow,No,Unknown,48,0,48,None Survived
2005,Mar,Afternoon,Antonov 24,Regional Airlines,Land,Europe,Russia,Unknown,Unknown,Unknown,Human Error,Fog,No,Landing,52,0,28,Partial Survived
1976,Nov,Unknown,Fokker F-27 Friendship 100,Bali International Air Service,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,38,0,29,Partial Survived
2000,May,Unknown,Airbus A.330-301,Philippine Air Lines,Land,Asia,Philippines,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,298,0,1,Partial Survived
1973,Feb,Unknown,de Havilland Canada DHC-6 Twin Otter 100,Merpati Nusantara Airlines,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,13,0,13,None Survived
1932,Mar,Unknown,Farman F-190,Air Orient,Land,Asia,Syria,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1998,Jul,Morning,Dornier 228-201,Alliance Airlines,Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,6,2,6,None Survived
1995,Jul,Morning,de Havilland Canada DHC-6 Twin Otter 300,Milne Bay Air,Land,Oceania,Papua New Guinea,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,15,0,15,None Survived
1955,Mar,Night,Douglas R6D-1 (C-118B),Military - U.S. Navy,Land,North America,United States,Unknown,Unknown,Hawaii,Unknown,Unknown,No,Unknown,66,0,66,None Survived
1956,Feb,Unknown,Douglas C-47-DL,Spartan Air Services,Land,North America,Canada,Unknown,Unknown,Quebec,Unknown,Unknown,No,Unknown,3,0,2,Partial Survived
1957,Dec,Afternoon,Lockheed WV-2,Military - U.S. Navy,Land,North America,United States,Unknown,Unknown,Hawaii,Unknown,Unknown,No,Unknown,23,0,19,Partial Survived
1939,Jan,Unknown,Junkers JU-52/3m,Syndicato Condor,Land,South America,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,9,0,9,None Survived
1939,Mar,Afternoon,Douglas DC-2-112,Braniff Airlines,Land,North America,United States,Unknown,Unknown,Oklahoma,Unknown,Unknown,No,Takeoff,12,0,8,Partial Survived
1986,May,Morning,Dassault Breguet Atlantique,Military - French Naval Aviation,Land,Africa,Djibouti,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,19,0,19,None Survived
1978,Apr,Night,Bell 212,Air Logistics,Land,North America,United States,Unknown,Unknown,Texas,Unknown,Unknown,No,Unknown,6,0,3,Partial Survived
1948,Nov,Morning,Boeing B-29 Superfortress,Military - U.S. Air Force,Land,Europe,England,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,13,0,13,None Survived
1994,Mar,Afternoon,GD F-16D / Lockheed C-130E,Military - U.S. Air Force / Military U.S. Air Force,Land,North America,United States,Unknown,Unknown,North Carolina,Unknown,Unknown,No,Landing,7,23,0,All Survived
1968,Feb,Night,Boeing B-727-92C,Civil Air Transport,Land,Asia,Taiwan,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,63,1,21,Partial Survived
2002,Apr,Afternoon,Cessna 206G,Private,Land,North America,Honduras,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,6,0,6,None Survived
1948,Jul,Unknown,Douglas DC-3,Aigle Azur,Land,Unknown,Unknown,Unknown,Unknown,French Indo-China,Unknown,Unknown,No,Unknown,16,0,16,None Survived
1986,Dec,Afternoon,de Havilland DH-114 Heron 2B,Sunflower Airlines,Land,Oceania,Fiji,Unknown,Unknown,Unknown,Mechanical,Unknown,No,Unknown,14,0,11,Partial Survived
1988,Jul,Afternoon,Cessna CE185,Air Taxi - Temesco Helicopters Inc.,Watery,North America,United States,Gulf,"Liscomb Bay,",Alaska,Weather,Rain,No,Landing,3,0,3,None Survived
1993,Sep,Afternoon,Airbus A320-211,Lufthansa,Land,Europe,Poland,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,70,0,2,Partial Survived
2002,Feb,Night,MH-47 Chinook helicopter,Military - U.S. Army,Land,Asia,Philippines,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived
1930,Sep,Unknown,Unknown,Western Canada Airways,Land,North America,Canada,Unknown,Unknown,Saskatchewan,Weather,Fog,No,En Route,3,0,3,None Survived
2003,May,Night,Yakovlev 42D,Ukranian-Mediterranean Airlines,Land,Europe,Turkey,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,75,0,75,None Survived
2002,Nov,Morning,Fokker 50,Luxair,Land,Europe,Luxembourg,Unknown,Unknown,Unknown,Weather,Fog,No,Unknown,22,0,20,Partial Survived
1984,Sep,Unknown,Handley Page Dart Herald 202,MMM Aero Services,Watery,Unknown,Unknown,River,"Kwango River,",Unknown,Unknown,Unknown,No,Unknown,30,0,30,None Survived
1998,Jul,Unknown,Consolidated PBY-5A Catalina,Plane Sailing,Land,Europe,England,Unknown,Unknown,Unknown,External,Unknown,No,Unknown,18,0,4,Partial Survived
1997,Nov,Morning,Cessna 208B Caravan I,Hageland Aviation Services,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Takeoff,8,0,8,None Survived
1995,Sep,Evening,De Havilland Dash-3,Western Straits Air,Watery,North America,Canada,River,"Campbell River,",Unknown,Weather,Fog,No,Landing,10,0,8,Partial Survived
1941,Feb,Morning,Douglas DC-3,Eastern Air Lines,Land,Europe,Georgia,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,16,0,9,Partial Survived
1966,Dec,Unknown,Tupolev TU-114B,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Weather,Snow,No,Takeoff,21,0,21,None Survived
1982,Feb,Afternoon,Fairchild C-123,Military - Republiof South Korea Air Force,Land,Asia,South Korea,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,53,0,53,None Survived
1946,Sep,Unknown,Douglas C-47A,Mt. McKinley Airfreight,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Fog,No,Unknown,4,0,4,None Survived
1947,Feb,Unknown,Douglas DC-3C,Air France,Land,Europe,Portugal,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,16,0,15,Partial Survived
1947,May,Night,Douglas C-54D-DC (DC-4),Military - U.S. Army Air Forces,Land,Asia,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,40,0,40,None Survived
1974,Feb,Unknown,Curtiss C-46A-45-CU,SAVCO,Land,South America,Bolivia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,7,0,7,None Survived
1989,Sep,Unknown,Mil Mi-8 (helicopter),Military - Afghan Republican Air Force,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,26,0,26,None Survived
1967,Jun,Unknown,Vickers 803 Viscount,Aer Lingus,Land,Europe,Ireland,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,3,0,3,None Survived
1959,Sep,Unknown,Curtiss C-46A,Aaxico Airlines,Land,North America,United States,Unknown,Unknown,Texas,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1947,Aug,Unknown,Short Sandringham (flying boat),Norwegian Airlines,Land,Europe,Norway,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,35,0,35,None Survived
1994,Sep,Evening,Yakovlev YAK-40,Cheremshanka Airlines,Land,Europe,Russia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,28,0,28,None Survived
1981,Dec,Afternoon,de Havilland Canada DHC-6 Twin Otter 300,ACES Colombia,Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,13,0,13,None Survived
1952,Mar,Morning,Douglas DC-6,KLM Royal Dutch Airlines,Land,Europe,Germany,Unknown,Unknown,Unknown,Weather,Fog,No,Landing,47,0,44,Partial Survived
1948,Oct,Unknown,Lockheed 10A Electra,New Zealand National Airways,Land,Oceania,New Zealand,Unknown,Unknown,Unknown,Unknown,Unknown,No,En Route,13,0,13,None Survived
1931,Jun,Unknown,Lockheed Vega 2,Rubner Flying Service,Land,North America,United States,Unknown,Unknown,Ohio,Unknown,Unknown,No,Unknown,3,0,2,Partial Survived
2001,Feb,Afternoon,Learjet 35A,E.A.S. Aeroservizi,Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Takeoff,3,0,3,None Survived
1944,Sep,Morning,Douglas C-47A-90-DL,U. S. Air Force,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Unknown,No,Unknown,19,0,19,None Survived
1963,Sep,Unknown,Vickers Viscount 768D,Indian Airlines,Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,18,0,18,None Survived
1931,Sep,Night,Boeing 40,PacifiAir Transport,Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,Unknown,4,0,4,None Survived
1987,Jan,Morning,Cessna 208 Caravan I,California Air Charter,Land,North America,United States,Unknown,Unknown,California,Unknown,Unknown,No,En Route,1,0,1,None Survived
1999,Aug,Night,Beechcraft 1900D,Regionnair,Land,North America,Canada,Unknown,Unknown,Unknown,Unknown,Clear,No,Landing,4,0,1,Partial Survived
1990,May,Unknown,Transall C-160D,Military - Luftwaffe,Land,Europe,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,10,0,10,None Survived
1996,Dec,Night,Antonov An-32B,SELVA,Land,South America,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,4,0,4,None Survived
1996,Jun,Unknown,Ilyushin 76MD,Hoseba,Land,Unknown,Unknown,Unknown,Unknown,DemocratiRepubliCongo,Unknown,Unknown,No,Takeoff,10,0,10,None Survived
1931,Jan,Unknown,Fokker F-VII,Sabena,Land,Europe,Belgium,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,2,None Survived
1989,Nov,Evening,Britten-Norman BN-2A Islander,New England Airlines,Land,North America,United States,Unknown,Unknown,Rhode Island,Unknown,Unknown,No,Unknown,8,0,8,None Survived
1946,Oct,Unknown,Douglas C-47B,Military - Royal Air Force,Land,Asia,India,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,11,0,11,None Survived
1977,Jan,Unknown,Bristol 170 Freighter 31M,North Canada Air,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,2,0,1,Partial Survived
1953,Oct,Morning,Douglas DC-6,British Commonwealth PacifiAirlines,Watery,North America,United States,Gulf,"Moon Bay,",California,Weather,Fog,No,Landing,19,0,19,None Survived
1954,Mar,Afternoon,Douglas C-47A-DL,Military - U.S. Air Force,Land,Europe,France,Unknown,Unknown,Unknown,Weather,Snow,No,En Route,20,0,20,None Survived
1948,Mar,Night,Douglas DC-4 (C-54G-1-DO),Northwest Orient Airlines,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,30,0,30,None Survived
1972,Jun,Morning,Cessna U206C,Fairbanks Air - Air Taxi,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Fog,No,Unknown,2,0,2,None Survived
2002,Feb,Morning,Antonov 12BP,Tiramavia,Land,Africa,Liberia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,10,0,1,Partial Survived
1942,Jan,Evening,Douglas DC-3,Trans Continental and Western Air,Land,North America,United States,Unknown,Unknown,Nevada,Weather,Rain,No,Unknown,22,0,22,None Survived
1944,Dec,Unknown,Avro 683 Lancaster,Trans-Canada Air Lines,Watery,Unknown,Unknown,Ocean,Atlantiocean,Unknown,Unknown,Unknown,No,Unknown,5,0,5,None Survived
1984,Jul,Morning,Grumman G-21A,Air Taxi,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Unknown,No,Unknown,4,0,4,None Survived
1998,Dec,Afternoon,Cessna 501 Citation I SP,Yates Aviation,Land,North America,United States,Unknown,Unknown,Arkansas,Unknown,Unknown,No,Unknown,1,0,1,None Survived
1988,Aug,Night,Let 410MU,Aeroflot,Land,Europe,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,No,Landing,4,0,4,None Survived
1983,Jun,Afternoon,Fairchild C-199G,Military - Republiof China Air Force,Land,Asia,Taiwan,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,47,0,47,None Survived
1951,Oct,Unknown,Boeing C-97A Stratofreighter,Military - U.S. Air Force,Watery,Unknown,Unknown,Ocean,North Atlantic,Unknown,Unknown,Unknown,No,En Route,12,0,12,None Survived
1988,Sep,Morning,Tupolev TU-134A,Hang Khong (Vietnam),Land,Asia,Thailand,Unknown,Unknown,Unknown,Weather,Rain,No,Landing,90,0,76,Partial Survived
1996,Jul,Afternoon,de Havilland Canada DHC-6 Twin Otter 300,Milne Bay Air,Land,Unknown,Unknown,Unknown,Unknown,New Guinea,Weather,Rain,No,Landing,20,0,20,None Survived
1981,Nov,Night,Piper PA-32,Moyer Aviation - Air Taxi,Land,North America,United States,Unknown,Unknown,Pennsylvania,Unknown,Unknown,No,Landing,4,0,4,None Survived
1969,Apr,Afternoon,Boeing Vertol CH47C (helicopter),Military - U.S. Army,Land,Unknown,Unknown,Unknown,Unknown,South Vietnam,Unknown,Unknown,No,Unknown,78,0,24,Partial Survived
1998,Jan,Night,Antonov AN-12BP,Ariana Afghan Airlines,Land,Asia,Pakistan,Unknown,Unknown,Unknown,Weather,Unknown,No,Unknown,51,0,51,None Survived
1975,Nov,Unknown,Piper PA-18,Willow Air Service - Air Taxi,Land,North America,United States,Unknown,Unknown,Alaska,Unknown,Unknown,No,Unknown,3,0,3,None Survived
2005,Aug,Afternoon,Boeing 737-31S,Helios Airways,Land,Europe,Greece,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,121,0,121,None Survived
2004,Jul,Morning,Piper PA-31-350 Navajo Chieftain,Capital Airlines Inc.,Land,North America,United States,Unknown,Unknown,New York,Weather,Unknown,No,Landing,2,0,2,None Survived
1980,Jan,Afternoon,Cessna 185,Ambler Air Service,Land,North America,United States,Unknown,Unknown,Alaska,Weather,Unknown,No,Unknown,9,0,7,Partial Survived
1991,Dec,Morning,BeechJet 400,Bruno Air,Land,Europe,Georgia,Unknown,Unknown,Unknown,Weather,Rain,No,Unknown,9,0,9,None Survived
1980,Jan,Unknown,CASA 212 Aviocar 100,Pelita Air Service,Land,Asia,Indonesia,Unknown,Unknown,Unknown,Weather,Unknown,No,Landing,13,0,13,None Survived
